objectives;variables;evaluation_time;algorithm_time
[3.0673017360000054, -2.499999999998106];[-5.0, 1.0210844247714306, -4.709126751222107, -5.0, -5.0, -3.979647073916365, 2.625862900832737, -1.9554507625489066, 0.6540326415313338, -3.8520617243809685];16.611.057.750.001.700;9.918.648.899.998.510
[2.8102522320000016, -0.521423];[-5.0, -5.0, -5.0, -4.6201241190749895, -5.0, -1.827898213782876, 0.672195035906018, -5.0, -1.3199294527788386, -5.0];17.208.686.410.001.200;9.918.648.899.998.510
[3.1039703280000137, -2.4999999999964957];[-1.621958743869075, -5.0, -5.0, 4.624449624668845, -3.2685928938073494, -1.140254686633495, -4.358400471080814, -5.0, -0.940376743926512, -1.7925392584505282];17.006.482.729.996.700;9.918.648.899.998.510
[2.889886248000004, -2.4999999999991642];[-3.677983895465995, -3.406366096242366, -5.0, -4.568682314744892, -5.0, 1.445695557361903, -2.24933451290356, -4.1694529369457065, -1.7828310730722285, -5.0];1.710.561.813.999.660;9.918.648.899.998.510
[2.9329547040000126, -2.4999999999978098];[-5.0, -5.0, -5.0, -3.7881746659448625, -5.0, -0.4462199717955855, 4.17202572291356, -5.0, -1.352731837410273, -5.0];17.026.487.299.997.800;1.211.181.360.000.040
[2.970581688000004, -1.9319263];[-5.0, -5.0, -5.0, 1.3794935598555869, -5.0, -4.809244842270865, 1.946440118968388, -5.0, 1.8102391600143637, -5.0];17.067.908.329.999.700;1.211.181.360.000.040
[2.8093050720000012, -2.4999999999991744];[-3.234396605626595, -4.125971000206047, -5.0, -5.0, -5.0, -5.0, 1.1135946345689716, -5.0, -0.8928128334123873, -5.0];16.998.946.529.999.300;1.211.181.360.000.040
[2.726095176000004, -2.4999999999987277];[-5.0, -5.0, -5.0, -4.150612729815864, -5.0, -4.273832381784429, 2.4325516143334003, -5.0, -5.0, -5.0];1.694.715.877.000.120;1.211.181.360.000.040
[3.170331144000005, -1.8228739];[-5.0, -5.0, -5.0, 4.967639468275372, -2.8428333641786283, 5.0, -2.15113764125034, -5.0, -0.6794428218467683, -4.7196527931204555];16.958.958.570.001.400;1.211.181.360.000.040
[2.782561464000008, -2.0688263];[-5.0, -5.0, -3.6859611723420023, -2.4027835506826447, -5.0, -4.215100596426471, -3.7140808803569314, -2.191041361776036, -2.168739608486494, -5.0];172.190.518.300.049;11.618.252.699.961.800
[3.1327786800000035, -2.4999999999951923];[-5.0, -5.0, -5.0, 3.0831825276165947, -0.48635558034715487, -0.6103132186185842, -5.0, -5.0, 3.449732675985567, -2.600188941433853];17.220.579.799.998.000;11.618.252.699.961.800
[3.1112041680000093, 1.938771];[5.0, -5.0, -5.0, -2.425831677479634, -5.0, -0.8526641446531489, -4.884260490476738, -5.0, -5.0, 5.0];1.750.827.272.000.020;11.618.252.699.961.800
[3.0925642320000084, -2.499999999997487];[-3.4769305814563065, -2.031779412711268, -5.0, 1.4624007185612422, -5.0, -2.4946460764253993, -4.54222641815049, -2.8972866416812155, 4.954727702108656, -5.0];17.225.683.960.004.200;11.618.252.699.961.800
[3.2764970880000135, -2.499999999998588];[-3.9369514753119867, 1.6267696697439318, -2.509181542697548, 0.1965483425625001, 0.7724385285720619, -1.5433542802399307, -0.19428056892216894, -0.3718251949581113, -5.0, -4.550470396895797];1.736.889.230.000.080;11.618.252.699.961.800
[3.181761216000001, -2.2621845];[-2.6244393565253907, -5.0, -4.997504261021392, -4.228714534284363, -5.0, -0.7994761605482026, 4.482242603404847, 1.2647337780283365, 2.006924435642972, -5.0];1.671.360.246.000.110;11.028.579.799.982.200
[3.2913254880000133, -2.496788175];[2.6126141322989707, -5.0, -4.0283415888740075, 0.19208000823840798, -4.047672206328572, -0.1831271147043898, -4.745280257361267, -3.654006652598401, 2.8708129376459004, 1.1591101795547392];1.661.567.369.000.400;11.028.579.799.982.200
[2.7209790000000122, -2.499999999999578];[-5.0, -5.0, -5.0, -4.065185800249578, -5.0, 0.5338832564194442, -2.6974228956248356, -5.0, -5.0, -5.0];17.334.649.440.000.000;11.028.579.799.982.200
[3.188793096000009, -2.4999999999977858];[-3.6630219651661506, 1.3484417635833745, -1.5583744934310735, -2.634449436633443, -5.0, -4.997225739022227, -0.9548430624730493, -5.0, -0.35701204264391784, 3.245809735681773];16.920.685.469.999.400;11.028.579.799.982.200
[2.6707026240000014, -2.499999999991981];[-5.0, -5.0, -5.0, -3.2066000109506, -5.0, -5.0, -0.349757839371426, -5.0, -5.0, -5.0];17.589.507.230.004.500;11.028.579.799.982.200
[2.9924216640000028, -1.6744663];[-5.0, -5.0, -2.8827665537695117, -0.5055123605039515, -5.0, 0.27873017338515993, 2.4911268385081513, -5.0, -3.043539272939541, -5.0];16.692.871.229.996.600;100.138.728.999.882
[2.8338588720000084, -2.4999999999984546];[-3.875240511128723, -5.0, -5.0, -0.4739863608374426, -5.0, -4.28004745363655, 2.6264380440766955, -5.0, -5.0, -5.0];17.016.642.560.000.700;100.138.728.999.882
[2.5968762000000005, -2.45523918];[-5.0, -5.0, -5.0, -5.0, -5.0, -4.3945341321900155, -3.9856054167819037, -5.0, -3.5941084200508575, -5.0];1.759.697.794.999.810;100.138.728.999.882
[3.287426688, 0.39558399999999994];[-4.733740622184661, 1.1725763800091755, 2.065409282825465, -3.8560483077664616, -0.7068618145448244, 2.533556054925386, -2.3693593476239387, -5.0, -4.7322714397231636, 0.6224365083203409];1.692.480.161.000.270;100.138.728.999.882
[2.7836356320000006, -2.4999999999984253];[-5.0, -5.0, -5.0, 0.4431308701037846, -5.0, -3.975483900041189, -0.07537415378929424, -5.0, -4.720271942653991, -5.0];17.309.317.940.002.000;100.138.728.999.882
[2.9804965200000004, -0.8693519999999999];[-1.4225791103706822, -5.0, -5.0, -3.537114118254353, -2.7804255738719794, -2.0289028549583628, 2.576080092420513, -2.969825404388214, -5.0, -4.051289750976222];16.938.204.109.994.600;110.609.655.000.153
[2.6944077600000034, 3.347843];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.47391410589095, -5.0, 2.015014299985224, -5.0];16.962.560.840.003.400;110.609.655.000.153
[2.716259184000008, -1.251744];[-5.0, -3.36255108745393, -5.0, -1.970359484789272, -5.0, -1.3503143997566642, -4.764036432428448, -5.0, -5.0, -5.0];17.489.110.559.999.200;110.609.655.000.153
[2.7741642480000053, -2.4999999999991633];[-4.888018194194374, -5.0, -5.0, -3.2370042366738394, -5.0, -5.0, -0.5228599606684945, -5.0, -1.0677368642666312, -4.050875180414896];16.817.711.509.997.000;110.609.655.000.153
[2.8997658720000126, -2.4490372];[-5.0, -5.0, -0.37641142789862503, -5.0, -5.0, -4.944421167889304, 2.6106701495666513, -2.6886467057688828, -2.552776253606008, -5.0];16.818.085.789.994.800;110.609.655.000.153
[3.5286971760000037, -2.4999999999990443];[0.5159073277901491, -5.0, -5.0, 5.0, 4.572728211263708, -4.193435605960408, -5.0, -1.9343015634202394, 3.2045805444519555, 4.000116301240681];17.168.233.849.998.700;15.419.689.900.008.900
[3.1260515760000023, -2.499999999999113];[5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -3.24532390210744, -5.0, 0.7699291330811722, -5.0];16.962.923.409.999.300;15.419.689.900.008.900
[3.278304576000007, -2.4999999999779936];[5.0, 2.6394578970731697, -3.7286579664196995, -5.0, -5.0, -3.630014988612294, 1.9590336337767145, -5.0, 1.408521822319429, -4.075015837198409];170.401.511.700.009;15.419.689.900.008.900
[3.5613220320000054, -1.655656];[4.245830630846218, -3.4944002445567777, -3.6576925602856, -2.02352485275548, 0.5094744324220102, 1.6287807330434152, 5.0, -1.4258017775007819, 0.20417962884769825, -3.310847763612951];16.960.090.259.998.100;15.419.689.900.008.900
[3.1628931840000094, -2.4999999999922604];[5.0, -1.373987669248554, -5.0, -5.0, -5.0, -5.0, 3.181861989305016, -5.0, 2.422365445788217, -5.0];17.491.044.750.000.500;15.419.689.900.008.900
[3.492469440000007, -2.498687914];[3.2667267797467616, 5.0, -5.0, -5.0, -5.0, 5.0, -3.0892183234424584, 5.0, -0.6891115836102788, -5.0];1.735.016.625.999.700;15.289.161.900.000.100
[3.0849094080000055, -2.4999999999666707];[5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0, -5.0, 0.6198964893967389, -5.0];1.867.707.351.000.280;15.289.161.900.000.100
[3.359002176000006, -2.499999999997995];[-5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 3.3093603418244104];1.752.001.059.000.030;15.289.161.900.000.100
[3.372045768000001, -2.2664954];[1.5887096989896587, 0.817287815735396, -4.738870523874549, 1.0159455705442166, 0.3837692830723096, -3.690143227578041, -3.5977286938563795, -4.465957144284107, 3.6163513641814333, -2.0161497686091416];1.713.046.866.999.930;15.289.161.900.000.100
[3.917167344000008, -2.4999999999995266];[3.4509677905586056, -1.4598687738173686, -1.235854318370007, 1.668633706868503, 3.7080272380274106, -0.4693871829666687, 3.503241110594523, 4.51624925247431, -2.4298233073194924, 2.8981639724191908];1.685.613.884.999.760;15.289.161.900.000.100
[3.83510808000001, -2.4999999999987335];[4.014295206928239, -1.7679301578573865, -4.857500719499725, 4.9160913223161735, 0.04207401624394613, 3.5579193009339214, 1.6694773598856276, -0.5673722128606347, 2.623130036458214, 0.7211169603202663];16.442.843.949.998.400;1.764.772.379.997.880
[3.7034459280000096, -2.4999999999990012];[3.3929976680615663, -5.0, 2.8575136178660356, -5.0, -5.0, 5.0, 5.0, 5.0, 3.0053095230085365, -5.0];167.056.653.800.013;1.764.772.379.997.880
[3.2708305440000003, -2.4999999999991016];[-5.0, -5.0, -5.0, -0.43682182765433275, -4.182210212915772, -5.0, 5.0, -1.4063540963734171, 5.0, 0.2527109683996862];16.601.347.800.000.800;1.764.772.379.997.880
[3.7559689200000053, -2.4999999999992424];[-5.0, -5.0, -0.17531668658655342, 5.0, 1.1617236964600908, -5.0, 5.0, 5.0, 4.397730862968027, 1.3033273387863282];16.656.597.440.002.900;1.764.772.379.997.880
[3.527156664000011, -2.2159973];[2.3638697575206624, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, 3.929639846218638, 4.800784559482528, -5.0];16.539.368.880.004.600;1.764.772.379.997.880
[3.3001979040000045, -2.4999999999986247];[5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.5869406362700449, 5.0, 5.0, -5.0];1.750.095.063.999.760;14.473.295.700.037.800
[3.0784270320000084, -2.0304204];[3.340784912930557, -5.0, -5.0, -5.0, -5.0, -5.0, -4.807274216914264, -5.0, 1.7862405163112864, 5.0];1.792.397.112.000.030;14.473.295.700.037.800
[3.3213635280000124, -1.260657];[1.0974953412711717, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, -2.272292393114382, -1.4208882803933278, -0.8374825592290822];16.935.578.949.999.700;14.473.295.700.037.800
[3.3891106320000084, -2.4999999999996905];[1.8817770710686545, 1.108493730119048, -4.982745469917554, -2.1208103702182286, -2.1803056870016624, -2.844308835020514, 4.3723237630798675, -4.089810051568174, 1.1287955926645177, -2.570128639677474];17.224.912.150.000.400;14.473.295.700.037.800
[3.5860736880000132, -2.4999999999973497];[1.541328785791495, 5.0, 3.691473901327983, 5.0, -5.0, -5.0, -1.4108767689462494, -5.0, 5.0, -5.0];17.766.421.509.999.700;14.473.295.700.037.800
[3.5826129360000127, -2.40824708];[-5.0, -5.0, -5.0, -5.0, -1.53987217855249, 5.0, 5.0, 5.0, 5.0, 0.201579949142773];16.143.499.929.999.200;37.123.551.999.684.400
[3.582231048000012, -2.3823838999999998];[0.7499600991126272, 2.6039364830097185, 1.0424015863472649, 0.18995535149794573, 3.668146252967473, -4.73320099718456, -0.9989232954851994, -2.9148238815025413, 3.165399090851075, -4.128795089676798];17.322.807.820.001.600;37.123.551.999.684.400
[3.6874552320000085, -2.3338031];[1.652534337511872, 3.3183568402353973, -1.9024768427185474, -2.6383065184196473, -1.3483712484278003, 3.643519248268513, -2.769772098936794, 1.0665042006636982, 3.286779950873287, -0.793224790552757];16.853.357.759.997.000;37.123.551.999.684.400
[3.497189688000002, -1.6679429];[0.07722342459164899, 1.4685624223014209, 0.6984026988507015, 0.42405544813099816, -4.865178875230056, -1.3880823990430189, 0.2535900509937239, -0.8257236339997647, -5.0, 3.864093445744764];17.553.525.499.999.500;37.123.551.999.684.400
[4.126529016000011, -2.499999999999121];[5.0, 4.9999999999977405, 1.6725009849519488, 5.0, -1.8910962214739708, 1.0711086710954252, -5.0, 4.9999999999990035, 2.9905082579647155, 4.999999999996902];1.680.959.210.000.000;37.123.551.999.684.400
[3.429771120000008, -2.3602648];[3.4366297860200206, -5.0, -5.0, -3.4190959328099284, 3.9890945492896694, -2.856796302891821, -1.0803932536889516, 1.172471076177267, -0.48893979895164996, 0.8327025927467391];1.690.713.376.000.050;22.727.001.799.969.000
[3.179520000000005, -2.0658647];[-5.0, -5.0, 5.0, 5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];1.792.285.098.999.850;22.727.001.799.969.000
[3.222505728000008, -2.4998819057];[-5.0, 5.0, -5.0, -3.0099149800603158, -5.0, -5.0, -5.0, 5.0, -5.0, 5.0];1.749.548.594.999.940;22.727.001.799.969.000
[3.5319672000000137, -2.499999999998768];[5.0, -4.818763589695718, -3.8249513993229565, -4.025676313678532, -2.4249399448630085, -4.995609669635564, 0.5310261834831049, 4.031525933369071, 1.9821109698854746, 4.862286963232737];17.171.814.080.001.700;22.727.001.799.969.000
[3.6115200000000067, -2.4999999999992903];[5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0];17.084.663.159.999.700;22.727.001.799.969.000
[4.030662600000012, -2.4999999999991513];[5.0, 4.023064482395171, 0.8545655617979051, 0.8482071518078946, 5.0, -5.0, 3.678910620233749, 5.0, 5.0, -5.0];1.660.377.576.999.590;434.264.986.999.915
[3.4557751440000004, -2.49999999999898];[1.0992923029858765, -2.9843667630990676, -3.7678656521864835, -2.1442056572835106, -0.6101334205092144, -0.21052179975380358, 1.6158550966760679, -0.6437415155638524, -2.023044878906894, 2.4583289560542987];16.257.890.540.000.500;434.264.986.999.915
[3.697051464000012, -2.4999999999971108];[5.0, -5.0, 5.0, -5.0, 2.909276461210389, -5.0, 5.0, 5.0, 1.0505084731814627, -5.0];166.687.406.299.985;434.264.986.999.915
[3.581572680000006, -2.4999999999981988];[-5.0, 5.0, -5.0, 5.0, 3.61355165259104, -5.0, -5.0, 5.0, 5.0, -5.0];16.889.310.680.003.800;434.264.986.999.915
[3.566956824000003, -2.4999999999990417];[-1.9264497147173505, 3.8989058731772612, 2.6516776999250258, -0.6827914954299299, -1.5568021480057133, 2.3506128177433796, -1.9949012289248542, -2.9772224643021477, 1.1315182430321888, -2.9576669308608503];16.580.940.830.003.200;434.264.986.999.915
[3.244203360000003, -2.4999999999987104];[-5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -2.005396639328883, -5.0, 5.0, 5.0];1.704.471.486.999.530;1.649.568.510.003.150
[3.6675722160000035, -2.499999999999006];[5.0, -5.0, 5.0, 5.0, 5.0, -5.0, -2.4049881722054582, -5.0, -5.0, 5.0];18.730.473.090.003.900;1.649.568.510.003.150
[2.7475200000000033, -2.49999999999724];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];17.935.597.130.004.300;1.649.568.510.003.150
[3.2252046480000103, -2.1910016];[-5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 3.622914367541515, -1.493931161040126, 4.986057776184683, -5.0];16.947.178.269.998.400;1.649.568.510.003.150
[3.6115200000000067, -2.0436244];[-5.0, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0, 5.0];16.564.861.269.999.500;1.649.568.510.003.150
[3.2844519360000075, -2.499999999991785];[-4.156976862662818, 3.6645762476136454, -1.516037940028529, -4.611384075631208, -2.822381191074787, 2.601335025803097, -2.4087718918448022, -4.9999999999999964, 1.2328593263132444, -2.125248683196521];16.931.577.540.002.700;1.787.596.630.002.370
[3.946560624000006, -2.499999999998864];[3.4935265934792668, 1.8801439929614254, -3.814395323056818, -0.8203481016272622, 4.479794020594893, -1.7018308617419624, 3.4440138384732393, 1.3036447560243571, 4.707030587151092, 2.539572904404576];16.248.761.740.000.900;1.787.596.630.002.370
[3.3955200000000128, -2.4999999999995963];[5.0, 5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0];17.133.333.789.999.500;1.787.596.630.002.370
[3.6115200000000067, 1.6106319999999998];[5.0, 5.0, -5.0, 5.0, 5.0, -5.0, -5.0, -5.0, 5.0, -5.0];1.737.425.390.999.990;1.787.596.630.002.370
[3.948406776000002, -2.40171485];[5.0, 5.0, 0.5966133296060727, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0];16.327.053.809.998.300;1.787.596.630.002.370
[3.853218816000009, -2.0887510000000002];[-5.0, 5.0, -0.7251165464715141, 2.4534049074398983, 3.6298659613280293, -4.0043079055946365, 4.938460467163647, 3.941596193362841, 0.33389444676394575, 0.6219803931137768];16.366.366.259.998.100;1.458.151.099.999.660
[3.611902104000003, -2.499999999999244];[-2.2113046486017685, 4.99645093697017, -3.3420730685528985, -4.903763771055362, 4.650781595715937, -4.654483421806639, 4.205735429142447, 4.952834707350375, -1.1911510107268648, -2.4853047613537047];166.381.904.400.012;1.458.151.099.999.660
[3.4365377520000076, -2.498359096];[-4.853786301710619, -1.4536643869877173, 2.0014212940050404, -4.081105960979625, 1.1814499300846535, -0.2647779975690421, 3.0960925204517125, -3.5560547637643625, 1.0679478438235854, -1.2385590171954415];16.778.308.550.000.600;1.458.151.099.999.660
[3.434056776000005, -2.49999999999868];[-1.014916838085325, -5.0, -5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 2.799024552941022, 5.0];1.709.264.951.000.220;1.458.151.099.999.660
[3.4948510560000035, -2.4999999999983995];[-4.892130661291318, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -0.5092155078299125, -5.0];16.969.556.749.996.200;1.458.151.099.999.660
[3.301785072000005, -1.6498171];[-1.5190128387490276, 3.88897493780771, -4.996362508614369, -2.1176772778290607, 4.24762115721197, -4.590083890402733, -3.3479955256751213, -4.332354302690674, -3.674597210345104, 2.1019260630801053];1.690.052.427.999.900;17.168.455.000.035.400
[3.3895903680000035, -2.4999999999911227];[2.7869889133892745, 0.9723111560202717, -4.159137579449485, -4.212222977903573, 0.05900521108407908, -3.4354510526267257, 0.08710344631956346, 5.0, -3.862115928997568, -3.5110271378271474];16.636.261.209.996.800;17.168.455.000.035.400
[3.250342728000011, -2.4999999999979754];[2.8685120970636833, -4.8421648018299805, -5.0, -5.0, -5.0, -5.0, -3.915921485987313, 4.858378059565286, -0.6899530863513395, 5.0];16.982.598.620.001.200;17.168.455.000.035.400
[3.3670455840000004, -2.47635353];[1.5523816872763643, 5.0, 5.0, -5.0, 5.0, -5.0, -5.0, -5.0, -2.870638969395922, -5.0];1.856.500.376.999.610;17.168.455.000.035.400
[3.8452717440000117, -2.3124159];[1.4249028617401027, 5.0, -5.0, 5.0, -5.0, -0.2697331871783213, -1.4619990638221045, 5.0, 1.1286600866188259, 5.0];16.194.622.769.998.300;17.168.455.000.035.400
[3.427531848000001, -2.499999999998365];[-3.408731456842524, 2.8263731973862525, -3.328319628880956, 1.1137660379834502, 3.4350242883441506, -3.3252828339736005, -0.07158498116017142, -3.11148336345068, -4.474595461949605, 1.826850511641128];20.551.247.429.999.000;20.958.239.100.000.300
[3.4046838000000026, -2.499999999999255];[1.8292266795461423, -5.0, -5.0, -5.0, 1.4060956991299864, -5.0, 4.756778870272907, 2.644238480956229, 4.787902464970843, -5.0];2.084.820.831.999.530;20.958.239.100.000.300
[3.4594413120000027, -1.7160028];[2.8876012318697777, -5.0, 5.0, 5.0, -5.0, -5.0, -5.0, 5.0, 0.07170445229200606, -5.0];20.852.163.480.001.000;20.958.239.100.000.300
[3.634123752000007, -2.499999999999115];[2.1782642594003434, -1.9633159398802875, -4.16846003215748, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0, -5.0];20.541.324.399.999.500;20.958.239.100.000.300
[3.5021386800000025, -2.499999999998996];[-4.756255317481217, -1.8608748540323292, -4.251795141017666, 2.782317688693407, 1.1697460431545261, 2.467213533817363, 3.215275183320003, -3.346004541949496, -4.606092870233691, 4.122506706043087];19.904.488.140.001.100;20.958.239.100.000.300
[3.789061200000013, -2.499999999999185];[3.8105548834756124, 2.673079764421564, -2.083693375695734, -4.190186889471593, 1.444872409538517, -1.7436264570503517, 2.529563993381557, 0.7539421924255327, 4.270182354403056, 0.7548151657719444];16.788.904.009.998.000;15.010.562.899.988.100
[3.4311209040000095, -1.16027];[5.0, -5.0, -5.0, -3.0165588102428487, -0.2258572428558896, -5.0, 5.0, -5.0, 4.985949021435603, -0.09534823687871263];17.704.995.340.004.000;15.010.562.899.988.100
[3.6117558720000082, -2.2184732];[5.0, -5.0, -4.989071589358679, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0];1.741.317.970.000.090;15.010.562.899.988.100
[2.9631718080000007, -2.499999999998129];[-2.4669078529757487, -2.4657845233718763, -4.170206209019497, -3.8471276958485126, -4.827608565210536, -1.7210449404115353, -3.378250998474347, 0.36960453176917785, -2.5541515207185665, -4.954632977989271];1.763.725.662.000.360;15.010.562.899.988.100
[3.556142784000002, -2.4999999999991185];[-2.0758865859213493, 0.020768682592306575, -3.7730593587243897, -3.1176564120299988, 0.3920506562840398, 1.2696368137229985, -0.17583478003249198, -1.2367063954394992, 2.960579076048294, 3.1723291224030845];1.645.666.046.999.970;15.010.562.899.988.100
[3.4238617920000074, -2.499999999999072];[5.0, 2.9765896124291027, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -1.6644822874419263, -5.0];171.271.527.600.009;16.508.433.899.958.600
[3.5176608720000058, -2.499999999999626];[-5.0, 0.6546595760470559, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0, 5.0];16.210.547.099.995.800;16.508.433.899.958.600
[3.179520000000005, -2.492148629];[-5.0, -5.0, 5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0];17.311.070.049.996.400;16.508.433.899.958.600
[3.8275200000000007, -2.1243516];[-5.0, 5.0, 5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0, 5.0];1.668.675.444.999.820;16.508.433.899.958.600
[3.5983433520000023, -2.2971076];[-5.0, 4.389969366469826, 5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, 5.0];16.806.214.429.996.900;16.508.433.899.958.600
[3.4066100880000008, -1.7283389];[-5.0, 5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -4.486576624900621, 5.0];17.451.963.100.000.200;1.928.034.040.000.050
[3.0151258560000005, -2.499999999998741];[-5.0, -5.0, -5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 1.2338141492638215, 1.1553463685726895];1.708.391.127.999.630;1.928.034.040.000.050
[3.606316560000003, -1.9938782000000002];[-0.6181933520161227, 3.54248776334323, 0.05628205338649028, -0.032214452673724026, 4.388099311050789, -2.6334151808899757, 1.6141151362756627, -4.411326981015322, -0.15240353399523698, -1.9943359904161468];17.037.586.719.996.700;1.928.034.040.000.050
[4.079228688000009, -2.4999999999994658];[4.04983369344993, -4.640479266659799, 2.657734112011701, 3.1932040071913335, 3.827608289008511, 4.9026971276790015, 1.6917100016009812, 3.8911433482941113, 4.9944772034667455, -2.914753640665759];16.334.333.290.002.500;1.928.034.040.000.050
[3.8123820720000063, -2.499999999999346];[-0.8603691226984047, 5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0, 1.521093279181322, 3.6384490225181843];1.687.192.659.000.280;1.928.034.040.000.050
[3.484203336000011, -1.9151623];[-4.137202509029722, 0.5086507085531125, -1.6767959875162264, 4.854488431938011, -5.0, 1.7743510375886355, -2.168117853650402, -1.7506157968840852, 0.11151076798530912, 1.589439726812282];1.686.724.542.999.870;2.422.563.130.001.070
[3.8239689600000073, -2.46962474];[0.7369163366599674, 2.5935379876917155, -1.192910307505099, 3.3005130036209884, 0.9904248386229924, 2.9131058620068924, -3.6577864749593916, 0.5428757423227406, 0.7620412300290553, 2.84689682297277];16.899.047.439.999.400;2.422.563.130.001.070
[4.036704552000003, -2.499999999999293];[5.0, 5.0, 2.1922441559854198, 5.0, -5.0, 5.0, -0.4318765251756487, 5.0, 2.924103967992073, -5.0];16.588.343.489.996.600;2.422.563.130.001.070
[3.4929228240000025, -2.0490213];[-0.954873340346853, 0.825505210557119, -0.47054658478165035, -1.817692200458569, 4.158170590263596, 0.07874296527673685, -2.8506760954859107, -2.1504419217406188, -0.8430584044553626, -1.4657548548006778];16.553.639.780.002.400;2.422.563.130.001.070
[3.9030854400000092, -2.47729849];[-5.0, 5.0, -5.0, -5.0, 5.0, 5.0, -1.5016082402863065, 5.0, 5.0, 5.0];16.200.108.340.004.200;2.422.563.130.001.070
[3.7615356720000075, -1.297774];[4.937031060706046, -5.0, -1.799862618473277, -1.362618167977998, -5.0, 1.0392518723808717, 2.096062308069655, 3.964866117015095, 5.0, 3.070466836136328];15.319.523.170.002.500;34.507.364.099.961.700
[3.6092105280000064, -2.4999999999991114];[0.8976812158207936, 4.958703514604432, -4.046119276290693, -5.0, -4.762003591824592, 3.080315267501488, 2.0720075799317534, -2.237618761069473, 0.7100145427090148, 4.220060921692157];1.559.317.457.000.140;34.507.364.099.961.700
[3.9567696480000136, -2.1565089];[5.0, -5.0, 4.044329061492107, -3.9048689328839474, -4.988062281529132, 0.8323956352543762, 5.0, 5.0, 5.0, 5.0];15.374.081.640.003.700;34.507.364.099.961.700
[3.420138816000007, -2.2906131];[-1.1059404713791476, -2.4457872916818624, -4.693744919313979, 3.007092904579798, 3.4429570727755525, -5.0, -3.961087671175412, 0.8910196228791714, 0.2822541658817297, 0.7230106646570071];16.335.210.570.000.300;34.507.364.099.961.700
[3.580172568000001, -1.070372];[-4.633300084468069, 2.743924655469555, 1.6683004722494008, 3.1709202654952975, 3.894193042630681, -0.47816780357125754, -4.495870247499685, 0.7399143598232882, 0.7503325151037252, -4.811504893263545];16.306.970.360.002.000;34.507.364.099.961.700
[3.250970208000012, -2.4999999999851834];[-5.0, 5.0, -5.0, 1.0251121242859487, -5.0, -5.0, 1.010135110206603, 4.953361996218371, -3.680710028563968, -5.0];16.973.007.099.999.800;3.579.409.939.999.450
[3.8782229760000035, -2.499999999999748];[5.0, 5.0, -2.2629996613071834, -5.0, -3.6756911374707246, 5.0, 4.415640188641806, 5.0, -5.0, 3.8704136261557753];16.367.297.229.997.300;3.579.409.939.999.450
[3.9195189360000104, -2.3337015];[2.0887611474339245, 1.9448697094468628, 4.814468068534399, 2.6811673303529036, -1.7053294043216245, -0.6023484041717522, 2.6151584772046723, -3.7344878674854884, 2.2662302533929646, 3.8906817530378195];1.669.294.597.999.540;3.579.409.939.999.450
[3.516674832000008, -2.499999999985351];[0.1666249348940365, -4.999999999999922, 0.03599913893992479, 0.2864447449605425, 3.7596549979810607, 0.9160456607465184, -3.394737583050355, -2.483649386845271, -3.2613014444970005, 4.583936181567099];16.407.990.810.001.500;3.579.409.939.999.450
[3.953339784000004, -2.4999999999996723];[-2.392824663680585, 0.046699706330944224, 0.7734654715106251, 0.29055682577621766, 2.0080144584296242, 4.794862378427792, 3.891653087388171, 4.071868922596014, 1.5094927259686912, 0.8311942605680853];16.052.987.159.998.100;3.579.409.939.999.450
[3.3955200000000128, -1.8528883999999999];[5.0, 5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];17.721.745.579.998.200;18.321.981.199.958.800
